alliance_name,density,reciprocity
alliance2,0.05844155844155844,0.15555555555555556
alliance4,0.044444444444444446,1.0
alliance5,0.02443609022556391,0.3076923076923077
alliance8,0.1423529411764706,0.4132231404958678
alliance9,0.0196078431372549,0.6923076923076923
alliance10,0.011029411764705883,0.6666666666666666
alliance12,0.0,0.0
alliance16,0.025603864734299518,0.1509433962264151
alliance23,0.03443877551020408,0.4691358024691358
alliance24,0.012488436632747455,0.2962962962962963
alliance28,0.029387755102040815,0.2777777777777778
alliance30,0.025735294117647058,0.2857142857142857
alliance31,0.08791208791208792,0.375
alliance35,0.0,0.0
alliance36,0.02536997885835095,0.125
alliance38,0.03954802259887006,0.21428571428571427
alliance42,0.04964539007092199,0.26785714285714285
alliance43,0.04627949183303085,0.23529411764705882
alliance44,0.06525423728813559,0.30303030303030304
alliance45,0.07586206896551724,0.21212121212121213
alliance51,0.05279034690799397,0.3
alliance54,0.054945054945054944,0.8
alliance57,0.05297532656023222,0.3013698630136986
alliance59,0.05094130675526024,0.13043478260869565
alliance69,0.0,0.0
alliance73,0.09632768361581921,0.39296187683284456
alliance81,0.008658008658008658,0.0
alliance82,0.009852216748768473,0.75
alliance83,0.023809523809523808,0.8
alliance84,0.05413105413105413,0.3157894736842105
alliance103,0.04204476709013914,0.2589928057553957
alliance108,0.02564102564102564,1.0
alliance117,0.05187074829931973,0.3114754098360656
alliance123,0.04220779220779221,0.2153846153846154
alliance135,0.01098901098901099,1.0
alliance137,0.0,0.0
alliance138,0.0,0.0
alliance142,0.0,0.0
alliance144,0.04433497536945813,0.2777777777777778
alliance146,0.04453781512605042,0.5283018867924528
alliance147,0.10885341074020319,0.29333333333333333
alliance152,0.06525974025974025,0.24875621890547264
alliance164,0.047619047619047616,0.2777777777777778
alliance185,0.13333333333333333,0.5
alliance186,0.061517113783533764,0.2556390977443609
alliance190,0.041666666666666664,0.5714285714285714
alliance199,0.03441295546558704,0.27450980392156865
alliance235,0.011111111111111112,0.0
alliance254,0.0,0.0
alliance287,0.05533596837944664,0.5714285714285714
alliance290,0.022222222222222223,0.0
