alliance_name,density,reciprocity
alliance2,0.04188311688311688,0.15503875968992248
alliance4,0.007575757575757576,0.0
alliance5,0.00480225988700565,0.7058823529411765
alliance8,0.06396103896103895,0.4365482233502538
alliance9,0.02727272727272727,0.37037037037037035
alliance10,0.0,0.0
alliance12,0.0,0.0
alliance16,0.05841799709724238,0.39751552795031053
alliance23,0.06155632984901278,0.33962264150943394
alliance24,0.12445573294629898,0.26822157434402333
alliance28,0.011111111111111112,0.45454545454545453
alliance30,0.05253623188405797,0.3448275862068966
alliance31,0.02857142857142857,0.6666666666666666
alliance35,0.0012315270935960591,0.0
alliance36,0.023759608665269043,0.20588235294117646
alliance38,0.04204476709013914,0.2446043165467626
alliance42,0.02862745098039216,0.273972602739726
alliance43,0.08220338983050847,0.21993127147766323
alliance44,0.0596045197740113,0.5592417061611374
alliance45,0.059770114942528735,0.4230769230769231
alliance51,0.030542986425339366,0.32098765432098764
alliance54,0.014285714285714285,0.6666666666666666
alliance57,0.010180995475113122,0.8148148148148148
alliance59,0.06678281068524972,0.3130434782608696
alliance69,0.13602941176470587,0.2702702702702703
alliance73,0.038112522686025406,0.49206349206349204
alliance81,0.019762845849802372,1.0
alliance82,0.011904761904761904,0.6666666666666666
alliance83,0.007352941176470588,1.0
alliance84,0.014204545454545454,0.8
alliance103,0.024500907441016333,0.345679012345679
alliance108,0.0,0.0
alliance117,0.03571428571428571,0.38095238095238093
alliance123,0.04612794612794613,0.24817518248175183
alliance135,0.0,0.0
alliance137,0.0014245014245014246,0.0
alliance138,0.0,0.0
alliance142,0.0,0.0
alliance144,0.04516129032258064,0.2857142857142857
alliance146,0.06149732620320856,0.43478260869565216
alliance147,0.09143686502177069,0.2777777777777778
alliance152,0.014814814814814815,0.8181818181818182
alliance164,0.03012820512820513,0.2127659574468085
alliance185,0.020833333333333332,0.8
alliance186,0.0463768115942029,0.3958333333333333
alliance190,0.03446115288220551,0.4909090909090909
alliance199,0.06006006006006006,0.575
alliance208,0.0,0.0
alliance235,0.005494505494505495,0.0
alliance254,0.0,0.0
alliance265,0.09848484848484848,0.3076923076923077
