alliance_name,density,reciprocity
alliance2,0.04753265602322206,0.2748091603053435
alliance4,0.0,0.0
alliance5,0.012857977790765635,0.8636363636363636
alliance8,0.09274193548387097,0.41304347826086957
alliance9,0.03877551020408163,0.3157894736842105
alliance10,0.003676470588235294,0.0
alliance12,0.022222222222222223,0.0
alliance16,0.00853658536585366,0.5714285714285714
alliance23,0.030303030303030304,0.26666666666666666
alliance24,0.07400555041628122,0.2125
alliance28,0.00823529411764706,0.7619047619047619
alliance30,0.0,0.0
alliance31,0.1813186813186813,0.48484848484848486
alliance35,0.005847953216374269,1.0
alliance36,0.03303303303303303,0.18181818181818182
alliance38,0.05902980713033314,0.24752475247524752
alliance42,0.02748414376321353,0.19230769230769232
alliance43,0.06019871420222092,0.24271844660194175
alliance44,0.02694235588972431,0.2558139534883721
alliance45,0.09544159544159544,0.3880597014925373
alliance51,0.011312217194570135,0.6666666666666666
alliance54,0.007575757575757576,0.0
alliance57,0.0473469387755102,0.1206896551724138
alliance59,0.03205128205128205,0.2
alliance73,0.06171679197994987,0.5482233502538071
alliance81,0.015151515151515152,0.2857142857142857
alliance82,0.04365079365079365,0.18181818181818182
alliance83,0.01282051282051282,1.0
alliance84,0.06,0.5
alliance103,0.024198427102238355,0.25
alliance108,0.03787878787878788,0.8
alliance117,0.04846938775510204,0.24561403508771928
alliance123,0.04612159329140461,0.24242424242424243
alliance135,0.0,0.0
alliance137,0.004597701149425287,0.5
alliance142,0.003676470588235294,0.0
alliance144,0.015873015873015872,0.5
alliance146,0.11512605042016806,0.3357664233576642
alliance147,0.03129713423831071,0.3855421686746988
alliance152,0.045454545454545456,0.2814814814814815
alliance164,0.0480295566502463,0.2564102564102564
alliance185,0.0,0.0
alliance186,0.028985507246376812,0.23333333333333334
alliance199,0.017267267267267267,0.5217391304347826
alliance235,0.12222222222222222,0.36363636363636365
alliance254,0.0,0.0
alliance287,0.07692307692307693,0.5
alliance290,0.11538461538461539,0.2222222222222222
alliance305,0.045454545454545456,0.6666666666666666
alliance306,0.044444444444444446,0.0
alliance312,0.07422402159244265,0.41818181818181815
alliance316,0.02564102564102564,1.0
