node,in-degree,out-degree,edge-count,closeness,betweenness,pagerank
1688,13.0,7.0,20.0,0.23299101412066756,0.0,0.010891906415589193
5559,16.0,11.0,27.0,0.26908821349147516,0.03508771929824561,0.035638834093678594
4323,12.0,5.0,17.0,0.24183877415056632,0.0003132832080200501,0.012726279292889102
5263,13.0,6.0,19.0,0.23586744639376217,0.0,0.013333614207398637
2141,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
5028,15.0,9.0,24.0,0.26535087719298245,0.0,0.03150637824326431
9521,17.0,69.0,86.0,0.23299101412066756,0.04223231690336954,0.017417776428716992
7756,7.0,2.0,9.0,0.2301838934686113,0.0,0.0062158411797036016
3621,7.0,1.0,8.0,0.2301838934686113,0.00015912797867685083,0.0062158411797036016
6091,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
3846,13.0,4.0,17.0,0.25473684210526315,0.0,0.012653638582829618
4633,16.0,9.0,25.0,0.2301838934686113,0.001775271512113617,0.026120831056132006
3747,18.0,180.0,198.0,0.2729323308270677,0.18648182957393483,0.03479717636307169
3522,58.0,55.0,113.0,0.26535087719298245,0.052387914230019504,0.06943612769248655
6193,30.0,138.0,168.0,0.25473684210526315,0.01788324979114453,0.027281411717626044
6129,18.0,57.0,75.0,0.28095975232198145,0.2883162768031189,0.046045467017735764
4799,13.0,6.0,19.0,0.2613430127041742,0.0006265664160401002,0.04797606554987237
3753,15.0,5.0,20.0,0.23586744639376217,0.00015664160401002505,0.014684234313637655
5458,9.0,1.0,10.0,0.23586744639376217,0.0010181704260651629,0.014086219060720481
6730,7.0,1.0,8.0,0.23859649122807017,0.0,0.0062158411797036016
3218,14.0,7.0,21.0,0.26535087719298245,0.05075187969924812,0.027442339309916117
1558,10.0,4.0,14.0,0.23586744639376217,0.017543859649122806,0.01851806853101402
5095,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
3134,57.0,46.0,103.0,0.2617159336697909,0.01754385964912281,0.06064039414489714
9450,7.0,1.0,8.0,0.2301838934686113,0.00015912797867685083,0.0062158411797036016
4258,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
5670,9.0,1.0,10.0,0.2301838934686113,0.00015664160401002505,0.0065444903829499565
3957,15.0,8.0,23.0,0.23299101412066756,0.008931057803238255,0.03270652675145151
5513,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
7255,8.0,0.0,8.0,0.24989800081599348,0.0,0.011499388116859941
1673,11.0,3.0,14.0,0.2513850415512466,0.018483709273182956,0.015641740481244348
5301,10.0,2.0,12.0,0.23299101412066756,0.01767439431913116,0.009025394924535532
9293,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
3302,37.0,36.0,73.0,0.2388157894736842,0.018016270835819706,0.050239753118919754
5201,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
9700,17.0,9.0,26.0,0.25473684210526315,0.06798245614035088,0.009698667360169593
5018,9.0,2.0,11.0,0.23586744639376217,0.0,0.011110840528250945
2292,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
2855,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
2917,1.0,3.0,4.0,0.1736842105263158,0.0,0.004700123955081829
4496,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
5351,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
2049,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
3822,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
1376,7.0,1.0,8.0,0.2301838934686113,0.00015912797867685083,0.0062158411797036016
2251,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
4657,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
7005,7.0,1.0,8.0,0.23299101412066756,0.0013575605680868838,0.0062158411797036016
3645,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
1121,8.0,2.0,10.0,0.2583732057416268,0.0,0.013011408514141282
7648,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
5681,12.0,6.0,18.0,0.25473684210526315,0.06824601185503443,0.022877753244695077
7428,12.0,7.0,19.0,0.2388157894736842,0.017543859649122806,0.020155367352218352
4622,15.0,7.0,22.0,0.2583732057416268,0.0,0.06321980393764275
5563,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
9861,8.0,1.0,9.0,0.2301838934686113,0.0013227513227513227,0.0064304128097147605
3539,7.0,0.0,7.0,0.23859649122807017,0.0,0.0062158411797036016
4938,21.0,12.0,33.0,0.26535087719298245,0.0,0.046545537008057934
