node,in-degree,out-degree,edge-count,closeness,betweenness,pagerank
1688,9.0,4.0,13.0,0.13342566943674977,0.03289473684210526,0.01902908239059716
5559,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
4323,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
5263,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
2141,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
5028,18.0,12.0,30.0,0.13194444444444442,0.0,0.048625563645075635
9521,6.0,2.0,8.0,0.11267056530214424,0.0,0.007492112058965681
7756,6.0,2.0,8.0,0.11267056530214424,0.0,0.007492112058965681
3621,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
6091,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
3846,8.0,2.0,10.0,0.14321518080916576,0.0,0.0238561783924681
4633,25.0,20.0,45.0,0.14321518080916576,0.00015664160401002505,0.10032148368820526
3747,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
3522,7.0,2.0,9.0,0.13342566943674977,0.0,0.01863965248616332
6193,18.0,298.0,316.0,0.1748336358136721,0.28289473684210525,0.06826223387339345
6129,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
4799,11.0,3.0,14.0,0.13000449842555106,0.03508771929824561,0.042415810502107944
5458,6.0,0.0,6.0,0.12094064949608062,0.0,0.007492112058965681
6730,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
3218,14.0,10.0,24.0,0.13703176861071598,0.03540100250626566,0.07321324046926106
1558,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
5095,6.0,0.0,6.0,0.1291866028708134,0.0,0.01134119858655334
7889,6.0,1.0,7.0,0.12071846282372597,0.0,0.01595687607399429
4118,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
3134,6.0,0.0,6.0,0.13219094247246022,0.0,0.00998017351891779
9450,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
4258,7.0,3.0,10.0,0.14321518080916576,0.0,0.02169902885455359
5670,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
3957,7.0,2.0,9.0,0.12094064949608062,0.0,0.04862556364507564
5513,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
7255,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
1673,7.0,1.0,8.0,0.11267056530214424,0.0,0.0076868270111826
5301,9.0,4.0,13.0,0.13342566943674977,0.06156015037593984,0.040749130859316834
9293,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
3302,8.0,3.0,11.0,0.13000449842555106,0.0,0.025968097553537732
5201,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
5018,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
2292,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
2855,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
3753,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
4496,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
5351,5.0,2.0,7.0,0.11267056530214424,0.0,0.0072973971067487615
2251,6.0,1.0,7.0,0.13000449842555106,0.0,0.013520963922345084
3822,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
1376,6.0,5.0,11.0,0.12366281557552417,0.019423558897243107,0.015780709629796927
4657,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
7005,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
3645,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
4867,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
1121,5.0,1.0,6.0,0.11523125996810206,0.0,0.0072973971067487615
7648,6.0,1.0,7.0,0.12366281557552417,0.0,0.009980173518917793
5681,10.0,5.0,15.0,0.13000449842555106,0.05075187969924812,0.03841523118473038
7428,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
4622,8.0,5.0,13.0,0.13342566943674977,0.0006265664160401002,0.03401677584912434
5563,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
9861,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
3539,5.0,0.0,5.0,0.12094064949608062,0.0,0.0072973971067487615
4938,17.0,13.0,30.0,0.13194444444444442,0.0,0.04862556364507564
