alliance_name,density,reciprocity
alliance2,0.022727272727272728,0.22857142857142856
alliance4,0.009523809523809525,0.0
alliance5,0.0069570477918935265,0.6086956521739131
alliance8,0.09800362976406533,0.49382716049382713
alliance9,0.027828191167574106,0.43478260869565216
alliance10,0.07142857142857142,0.26666666666666666
alliance12,0.0,0.0
alliance16,0.0272938443670151,0.3404255319148936
alliance19,0.01282051282051282,0.0
alliance23,0.046511627906976744,0.4772727272727273
alliance24,0.05670426065162907,0.3314917127071823
alliance28,0.04521276595744681,0.21568627450980393
alliance30,0.0015015015015015015,1.0
alliance31,0.009523809523809525,1.0
alliance32,0.0,0.0
alliance35,0.0017825311942959,0.0
alliance36,0.01948051948051948,0.23333333333333334
alliance38,0.04149620105201637,0.30985915492957744
alliance42,0.01716500553709856,0.06451612903225806
alliance43,0.04446460980036298,0.24489795918367346
alliance44,0.008735150244584208,0.72
alliance45,0.005291005291005291,0.5
alliance51,0.026936026936026935,0.325
alliance52,0.0,0.0
alliance54,0.008333333333333333,1.0
alliance57,0.06359189378057302,0.2967032967032967
alliance59,0.008305647840531562,0.6666666666666666
alliance69,0.0033613445378151263,0.5
alliance73,0.09175920514319112,0.46496815286624205
alliance75,0.0,0.0
alliance81,0.010869565217391304,0.6666666666666666
alliance82,0.02275960170697013,0.1875
alliance83,0.029411764705882353,0.75
alliance84,0.03841463414634146,0.2222222222222222
alliance103,0.10163339382940109,0.17857142857142858
alliance108,0.0,0.0
alliance117,0.00808080808080808,0.5
alliance123,0.07607433217189315,0.1984732824427481
alliance135,0.034210526315789476,0.0
alliance137,0.0020161290322580645,0.0
alliance138,0.0,0.0
alliance142,0.0,0.0
alliance144,0.04334677419354839,0.46511627906976744
alliance146,0.018963922294172063,0.14634146341463414
alliance147,0.05519480519480519,0.2235294117647059
alliance152,0.041742286751361164,0.21739130434782608
alliance155,0.03012820512820513,0.2978723404255319
alliance164,0.03333333333333333,0.19230769230769232
alliance176,0.01818181818181818,0.0
alliance185,0.019762845849802372,0.2
alliance186,0.04336734693877551,0.43137254901960786
alliance190,0.06265664160401002,0.43
alliance199,0.052083333333333336,0.4
alliance208,0.0,0.0
alliance235,0.09583333333333334,0.6086956521739131
alliance254,0.015151515151515152,1.0
