alliance_name,density,reciprocity
alliance2,0.02255892255892256,0.26865671641791045
alliance4,0.009523809523809525,0.0
alliance5,0.022243107769423558,0.3380281690140845
alliance8,0.07435064935064935,0.48034934497816595
alliance9,0.030683810637054353,0.49523809523809526
alliance10,0.00980392156862745,0.6666666666666666
alliance12,0.0,0.0
alliance16,0.047126436781609195,0.3902439024390244
alliance18,0.08888888888888889,0.75
alliance19,0.058823529411764705,0.625
alliance20,0.0,0.0
alliance22,0.0,0.0
alliance23,0.053167420814479636,0.3120567375886525
alliance24,0.05376972530683811,0.3804347826086957
alliance28,0.015263644773358002,0.6060606060606061
alliance30,0.001885369532428356,0.4
alliance31,0.08088235294117647,0.6363636363636364
alliance32,0.0,0.0
alliance35,0.0037537537537537537,0.4
alliance36,0.03872053872053872,0.1391304347826087
alliance38,0.04295220810647308,0.23943661971830985
alliance39,0.01098901098901099,0.0
alliance42,0.047619047619047616,0.32558139534883723
alliance43,0.010520163646990065,0.6666666666666666
alliance44,0.013442431326709527,0.6086956521739131
alliance45,0.026713124274099883,0.34782608695652173
alliance51,0.032428355957767725,0.3953488372093023
alliance52,0.0,0.0
alliance53,0.0,0.0
alliance54,0.047619047619047616,0.3
alliance57,0.027177089421391,0.6021505376344086
alliance59,0.10359408033826638,0.24489795918367346
alliance68,0.0,0.0
alliance69,0.026570048309178744,0.2545454545454545
alliance72,0.0,0.0
alliance73,0.044162129461584994,0.6027397260273972
alliance75,0.0,0.0
alliance81,0.007246376811594203,1.0
alliance82,0.004878048780487805,0.75
alliance83,0.011695906432748537,1.0
alliance84,0.046511627906976744,0.38095238095238093
alliance103,0.06836158192090395,0.21487603305785125
alliance106,0.0,0.0
alliance108,0.01098901098901099,1.0
alliance109,0.0,0.0
alliance114,0.0,0.0
alliance117,0.026300409117475162,0.4888888888888889
alliance123,0.009852216748768473,0.75
alliance131,0.0,0.0
alliance135,0.005263157894736842,1.0
alliance137,0.0,0.0
alliance138,0.0,0.0
alliance142,0.0,0.0
alliance144,0.012315270935960592,0.6
alliance146,0.05546218487394958,0.5757575757575758
alliance147,0.041040100250626564,0.2900763358778626
alliance152,0.02571082879612825,0.32941176470588235
alliance155,0.028677150786308975,0.4838709677419355
alliance160,0.0,0.0
alliance164,0.027439024390243903,0.26666666666666666
alliance166,0.009523809523809525,0.5
alliance176,0.015151515151515152,1.0
alliance185,0.019943019943019943,0.5714285714285714
alliance186,0.04027576197387518,0.6126126126126126
alliance190,0.034482758620689655,0.3898305084745763
alliance199,0.06470588235294118,0.4675324675324675
alliance208,0.0,0.0
alliance235,0.05303030303030303,0.8571428571428571
