node,betweenness,PageRank
6153,0.000726768135050348,0.0004757502693654847
32,0.003824912277085108,0.0007811337088121649
2496,0.002201198134113812,0.004902818277493527
2514,0.006949107837441512,0.0023561392126456382
8806,0.008327644313226931,0.004437280021072103
7518,0.004824742210282963,0.0036134332206647518
4242,0.00015712105539321064,0.0002571053956102204
921,0.002542921248345999,0.003851194839202121
1258,0.002478622790501179,0.005448582736649652
6161,0.0004301911296738634,0.0004029353982655769
5795,0.004540792036159022,0.002718877454328066
11186,6.268295080520492e-09,0.00013129670714856072
8303,0.0009110573301691913,0.00039627784881667515
216,0.0021050073635577094,0.001436630315695701
8465,0.002546440493863458,0.0005264125302372484
4370,0.0062341104173915165,0.0035823586361880162
7651,0.017842568404246858,0.00254599397769564
5597,0.0008088305760832804,0.00044167482804024637
663,0.00804146606274551,0.002673573443948985
7899,0.0004752293019228039,0.0007241714730206783
4444,0.0004235767355326816,0.0006085808583828284
7915,0.0015043829969107858,0.0007735489560877408
4523,0.005988203227980154,0.006205972546167278
9812,0.00011442651386421654,0.00013032889194074398
4499,0.0074410927978583894,0.0028699990076189964
5579,0.0025809994354414785,0.0011270842741929181
5635,0.010310666350421308,0.001794650236323071
8805,0.0113635003522558,0.001981182118924324
6198,0.007237326205303447,0.004757456090378427
3501,0.0007702442556469043,0.0010401046106562326
7087,0.003661028398867157,0.0009514321749014785
2319,0.000532589505055085,0.00034321350044800203
6683,0.005937076486405114,0.0018809541486218002
983,0.004319010138202704,0.004224717308078866
7786,0.0006029991811655565,0.0002913079228540886
12516,0.0007247257065718444,0.00020027101687259096
505,0.0030676303500355587,0.0010043630917965238
2129,0.0014183508025617851,0.0005821844785414953
398,0.000984363511674617,0.00034856031712050063
7738,0.0022427468549406633,0.00065247354802824
3511,0.0016736159378367042,0.001317629340234196
11469,0.008910432541622673,0.0016282154461949086
8898,0.0018050851381275577,0.0023770595514875804
4064,0.0029343895858597218,0.001448576162333086
7179,0.0020607948012482174,0.0012343162816954776
1459,0.0008837693253438991,0.000543883875928968
457,0.00010072412245580737,0.00016850696744646142
3896,7.844929618360324e-05,0.0003098798571095074
787,0.0007068781933550336,0.0006413582749637324
296,0.0059028549694211604,0.002279321060138723
