alliance_name,density,reciprocity
alliance2,0.013469387755102041,0.36363636363636365
alliance4,0.0,0.0
alliance5,0.0031073446327683617,0.18181818181818182
alliance8,0.01455026455026455,0.7272727272727273
alliance9,0.011248185776487663,0.45161290322580644
alliance10,0.0125,0.0
alliance16,0.001282051282051282,1.0
alliance23,0.00404040404040404,0.75
alliance24,0.006060606060606061,0.5
alliance28,0.019215686274509803,0.8163265306122449
alliance30,0.0,0.0
alliance31,0.038461538461538464,0.8571428571428571
alliance35,0.0,0.0
alliance36,0.00786308973172988,0.7058823529411765
alliance38,0.0035067212156633548,0.8333333333333334
alliance42,0.007549361207897794,0.0
alliance43,0.029945553539019964,0.8888888888888888
alliance44,0.02568922305764411,0.7317073170731707
alliance45,0.012307692307692308,0.75
alliance51,0.007070707070707071,0.8571428571428571
alliance54,0.0,0.0
alliance57,0.0031028368794326243,0.8571428571428571
alliance59,0.005398110661268556,0.75
alliance73,0.019528619528619527,0.8620689655172413
alliance81,0.001976284584980237,0.0
alliance82,0.0,0.0
alliance83,0.0,0.0
alliance84,0.02666666666666667,0.125
alliance103,0.014519056261343012,0.2916666666666667
alliance108,0.0,0.0
alliance117,0.014627659574468085,0.9696969696969697
alliance123,0.0043541364296081275,0.8333333333333334
alliance135,0.0,0.0
alliance137,0.0022988505747126436,0.0
alliance142,0.0,0.0
alliance144,0.012315270935960592,0.6
alliance146,0.0,0.0
alliance147,0.008627450980392156,1.0
alliance152,0.010935143288084464,0.896551724137931
alliance164,0.003694581280788177,0.6666666666666666
alliance185,0.011111111111111112,0.0
alliance186,0.010144927536231883,0.8571428571428571
alliance199,0.010365853658536586,0.5882352941176471
alliance235,0.011111111111111112,0.0
alliance287,0.05128205128205128,0.5
alliance290,0.08241758241758242,0.5333333333333333
alliance305,0.030303030303030304,0.0
alliance312,0.004347826086956522,0.6666666666666666
alliance320,0.03508771929824561,0.6666666666666666
