alliance_name,density,reciprocity
alliance2,0.00551948051948052,0.7058823529411765
alliance4,0.0,0.0
alliance5,0.0037593984962406013,0.3333333333333333
alliance8,0.012218045112781954,0.7692307692307693
alliance9,0.0067212156633547635,0.6956521739130435
alliance10,0.0032679738562091504,0.0
alliance12,0.007575757575757576,0.0
alliance14,0.016483516483516484,0.6666666666666666
alliance16,0.0064516129032258064,0.0
alliance18,0.044444444444444446,1.0
alliance19,0.014705882352941176,0.5
alliance20,0.01818181818181818,0.0
alliance22,0.0,0.0
alliance23,0.00544267053701016,0.9333333333333333
alliance24,0.015195791934541203,0.46153846153846156
alliance28,0.017113783533765033,0.5945945945945946
alliance30,0.0039912917271407835,0.7272727272727273
alliance31,0.0196078431372549,1.0
alliance32,0.0,0.0
alliance35,0.0031746031746031746,1.0
alliance36,0.007070707070707071,0.8571428571428571
alliance38,0.0023378141437755697,0.5
alliance39,0.04395604395604396,1.0
alliance42,0.0024390243902439024,0.5
alliance43,0.018994739918176504,0.5230769230769231
alliance44,0.009376890502117362,0.9032258064516129
alliance45,0.0029036004645760743,0.8
alliance51,0.008145363408521303,0.8461538461538461
alliance52,0.011029411764705883,0.6666666666666666
alliance53,0.0,0.0
alliance54,0.0,0.0
alliance57,0.003629764065335753,0.8333333333333334
alliance59,0.007399577167019027,0.5714285714285714
alliance68,0.0,0.0
alliance69,0.0033222591362126247,0.6666666666666666
alliance73,0.021885521885521887,0.8307692307692308
alliance75,0.0,0.0
alliance81,0.010869565217391304,0.3333333333333333
alliance82,0.0023228803716608595,0.5
alliance83,0.005263157894736842,1.0
alliance84,0.00202020202020202,0.5
alliance103,0.011104617182933957,0.3157894736842105
alliance106,0.009523809523809525,1.0
alliance108,0.0,0.0
alliance109,0.0,0.0
alliance114,0.0,0.0
alliance117,0.011396843950905903,0.717948717948718
alliance123,0.009259259259259259,0.2857142857142857
alliance131,0.0029239766081871343,0.0
alliance135,0.0,0.0
alliance137,0.001075268817204301,0.0
alliance138,0.0,0.0
alliance142,0.003952569169960474,0.0
alliance144,0.003694581280788177,0.0
alliance146,0.0025210084033613447,0.6666666666666666
alliance147,0.0102843315184513,0.4117647058823529
alliance152,0.01572897761645493,0.9615384615384616
alliance155,0.0031028368794326243,0.2857142857142857
alliance160,0.0,0.0
alliance164,0.003003003003003003,0.5
alliance166,0.007142857142857143,0.6666666666666666
alliance176,0.0,0.0
alliance185,0.009230769230769232,0.6666666666666666
alliance186,0.013788098693759071,0.47368421052631576
alliance190,0.004519774011299435,0.75
alliance199,0.008912655971479501,0.4
alliance208,0.03636363636363636,0.0
