alliance_name,density,reciprocity
alliance2,0.008417508417508417,0.56
alliance4,0.0,0.0
alliance5,0.003672316384180791,0.46153846153846156
alliance8,0.01717171717171717,0.7450980392156863
alliance9,0.0053872053872053875,0.625
alliance10,0.0,0.0
alliance12,0.011111111111111112,0.0
alliance16,0.00467687074829932,0.0
alliance23,0.007653061224489796,1.0
alliance24,0.006012950971322849,0.46153846153846156
alliance28,0.015918367346938776,0.8205128205128205
alliance30,0.0,0.0
alliance31,0.016483516483516484,0.6666666666666666
alliance35,0.0,0.0
alliance36,0.005813953488372093,0.9090909090909091
alliance38,0.0061367621274108705,0.8571428571428571
alliance42,0.000784313725490196,0.0
alliance43,0.014903565166569257,0.9019607843137255
alliance44,0.021468926553672316,0.8947368421052632
alliance45,0.004597701149425287,0.5
alliance51,0.007164404223227752,0.3157894736842105
alliance54,0.0,0.0
alliance57,0.013062409288824383,0.2222222222222222
alliance59,0.006871035940803382,0.6153846153846154
alliance69,0.0,0.0
alliance73,0.016072472238457043,0.8727272727272727
alliance81,0.008658008658008658,0.5
alliance82,0.0020161290322580645,1.0
alliance83,0.003676470588235294,0.0
alliance84,0.017241379310344827,0.14285714285714285
alliance103,0.0102843315184513,0.4117647058823529
alliance108,0.0,0.0
alliance117,0.017006802721088437,0.6
alliance123,0.0016233766233766235,0.8
alliance135,0.0,0.0
alliance137,0.0,0.0
alliance138,0.0,0.0
alliance142,0.0,0.0
alliance144,0.010582010582010581,0.0
alliance146,0.0033613445378151263,0.0
alliance147,0.007918552036199095,0.8571428571428571
alliance152,0.005844155844155844,1.0
alliance164,0.004273504273504274,0.6666666666666666
alliance185,0.01818181818181818,1.0
alliance186,0.011111111111111112,0.8695652173913043
alliance190,0.00974025974025974,0.8666666666666667
alliance199,0.008333333333333333,0.3076923076923077
alliance235,0.015151515151515152,0.0
alliance254,0.0,0.0
alliance287,0.030952380952380953,0.6153846153846154
