alliance_name,density,reciprocity
alliance2,0.001948051948051948,0.6666666666666666
alliance4,0.01904761904761905,0.5
alliance5,0.0026395173453996985,0.5714285714285714
alliance8,0.021778584392014518,0.5555555555555556
alliance9,0.004091174751607247,1.0
alliance10,0.0,0.0
alliance12,0.015151515151515152,0.0
alliance16,0.004597701149425287,0.0
alliance18,0.011111111111111112,0.0
alliance19,0.004166666666666667,0.0
alliance23,0.002898550724637681,1.0
alliance24,0.003327283726557774,0.5454545454545454
alliance28,0.017006802721088437,0.6
alliance30,0.000641025641025641,0.0
alliance31,0.009523809523809525,1.0
alliance32,0.0,0.0
alliance35,0.0053475935828877,0.3333333333333333
alliance36,0.00909090909090909,0.2222222222222222
alliance38,0.0058445353594389245,0.7
alliance42,0.0016611295681063123,0.0
alliance43,0.014821536600120993,0.8979591836734694
alliance44,0.019423558897243107,1.0
alliance45,0.008333333333333333,0.7692307692307693
alliance51,0.0012531328320802004,0.5
alliance52,0.013071895424836602,0.5
alliance54,0.0032679738562091504,0.0
alliance57,0.005325814536340852,0.5882352941176471
alliance59,0.006644518272425249,0.5
alliance69,0.0037002775208140612,0.75
alliance72,0.0,0.0
alliance73,0.015426497277676952,0.8627450980392157
alliance75,0.0,0.0
alliance81,0.0018115942028985507,0.0
alliance82,0.0019230769230769232,0.6666666666666666
alliance83,0.008333333333333333,1.0
alliance84,0.0012195121951219512,1.0
alliance103,0.0058445353594389245,0.1
alliance108,0.0,0.0
alliance109,0.0,0.0
alliance114,0.0,0.0
alliance117,0.006578947368421052,0.7619047619047619
alliance123,0.0071301247771836,0.75
alliance135,0.002631578947368421,0.0
alliance137,0.002150537634408602,1.0
alliance138,0.0,0.0
alliance142,0.005263157894736842,1.0
alliance144,0.013793103448275862,0.6666666666666666
alliance146,0.006033182503770739,0.625
alliance147,0.008771929824561403,0.6428571428571429
alliance152,0.0058445353594389245,1.0
alliance155,0.00404040404040404,0.25
alliance160,0.0,0.0
alliance164,0.011033681765389082,0.21052631578947367
alliance166,0.0,0.0
alliance176,0.0,0.0
alliance185,0.005,0.6666666666666666
alliance186,0.006894049346879536,0.8421052631578947
alliance190,0.004234724742891712,1.0
alliance199,0.012605042016806723,0.6666666666666666
alliance208,0.12121212121212122,0.375
alliance235,0.0,0.0
