alliance_name,density,reciprocity
alliance2,0.002506265664160401,1.0
alliance4,0.005494505494505495,0.0
alliance5,0.0035714285714285713,0.36363636363636365
alliance8,0.023496240601503758,0.5333333333333333
alliance9,0.007864488808227465,0.5384615384615384
alliance10,0.0,0.0
alliance12,0.022727272727272728,0.6666666666666666
alliance16,0.012315270935960592,0.6
alliance18,0.044444444444444446,0.5
alliance19,0.003676470588235294,0.0
alliance22,0.0,0.0
alliance23,0.005952380952380952,0.8571428571428571
alliance24,0.01081239041496201,0.5945945945945946
alliance28,0.03273809523809524,0.6493506493506493
alliance30,0.0040650406504065045,0.8571428571428571
alliance31,0.013071895424836602,1.0
alliance32,0.0,0.0
alliance35,0.005255255255255256,0.8571428571428571
alliance36,0.006060606060606061,0.5555555555555556
alliance38,0.002117362371445856,0.8571428571428571
alliance39,0.0,0.0
alliance42,0.0005537098560354374,0.0
alliance43,0.008771929824561403,0.6896551724137931
alliance44,0.016333938294010888,0.8888888888888888
alliance45,0.0012195121951219512,0.0
alliance51,0.00551948051948052,0.5882352941176471
alliance52,0.007352941176470588,0.0
alliance54,0.0,0.0
alliance57,0.00903954802259887,0.4375
alliance59,0.007198228128460687,0.46153846153846156
alliance68,0.0,0.0
alliance69,0.006377551020408163,0.9333333333333333
alliance72,0.0,0.0
alliance73,0.019579193454120396,0.835820895522388
alliance75,0.0,0.0
alliance81,0.007905138339920948,0.0
alliance82,0.0024390243902439024,1.0
alliance83,0.004761904761904762,0.0
alliance84,0.0033738191632928477,0.8
alliance103,0.0024198427102238356,0.5
alliance106,0.05714285714285714,0.6666666666666666
alliance108,0.0,0.0
alliance109,0.0,0.0
alliance114,0.0,0.0
alliance117,0.0069570477918935265,0.782608695652174
alliance123,0.0010080645161290322,0.0
alliance131,0.0,0.0
alliance135,0.0,0.0
alliance137,0.0,0.0
alliance138,0.0,0.0
alliance142,0.004329004329004329,1.0
alliance144,0.011083743842364532,0.0
alliance146,0.0067226890756302525,0.5
alliance147,0.007518796992481203,0.5833333333333334
alliance152,0.014285714285714285,0.7727272727272727
alliance155,0.004830917874396135,0.6
alliance160,0.0,0.0
alliance164,0.0019230769230769232,0.6666666666666666
alliance166,0.0,0.0
alliance176,0.0,0.0
alliance185,0.004615384615384616,0.6666666666666666
alliance186,0.013788098693759071,0.42105263157894735
alliance190,0.00974025974025974,0.26666666666666666
alliance199,0.015126050420168067,0.7777777777777778
alliance208,0.12121212121212122,0.125
alliance235,0.004761904761904762,0.0
