node,in-degree,out-degree,edge-count,closeness,betweenness,pagerank
3621,3.0,3.0,6.0,0.07496251874062969,0.006654567453115548,0.034281915977226476
3218,12.0,14.0,26.0,0.10775862068965518,0.01754385964912281,0.0715798087134982
3645,2.0,2.0,4.0,0.07836990595611286,0.03932244404113733,0.01601744578350201
5458,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
1688,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
5301,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
2141,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
6193,8.0,5.0,13.0,0.09074410163339383,0.011796733212341199,0.033343974575764414
4633,1.0,6.0,7.0,0.061576354679802964,0.0030248033877797948,0.011043965343781392
4496,3.0,3.0,6.0,0.09376210771018983,0.034482758620689655,0.04093729263106548
5018,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
5263,1.0,1.0,2.0,0.0632183908045977,0.0,0.01608366249921693
9861,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
3539,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
7428,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
7889,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
3747,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
3522,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
6091,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
5670,8.0,2.0,10.0,0.1083743842364532,0.04748941318814277,0.032874096311963516
1673,1.0,1.0,2.0,0.06631299734748011,0.0,0.011884428593422976
4867,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
1376,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
2251,1.0,1.0,2.0,0.05526375884905229,0.0,0.019115207628940964
1121,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
3302,1.0,7.0,8.0,0.05747126436781609,0.036297640653357534,0.009508366763508583
5563,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
4118,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
9521,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
6129,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
4323,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
9293,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
5201,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
3957,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
7648,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
4657,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
6730,2.0,2.0,4.0,0.06631299734748011,0.0,0.018393507613416404
5513,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
3134,2.0,0.0,2.0,0.05349248452696728,0.0,0.008504522239518746
7756,12.0,3.0,15.0,0.10431034482758621,0.041742286751361164,0.0548339592063715
2855,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
5095,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
3753,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
5559,7.0,7.0,14.0,0.10141987829614606,0.04627949183303086,0.053602910328687796
7255,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
3822,4.0,4.0,8.0,0.08692528735632184,0.009376890502117364,0.02370039904773958
3846,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
9450,9.0,9.0,18.0,0.08210180623973727,0.03841500302480339,0.04375994199288013
4938,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
5681,3.0,1.0,4.0,0.07496251874062969,0.0,0.023780985328008306
2049,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
1558,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
2292,2.0,2.0,4.0,0.06419098143236074,0.009376890502117364,0.03233239831977
4258,0.0,0.0,0.0,0.0,0.0,0.005375349573429548
7005,2.0,2.0,4.0,0.0632183908045977,0.0,0.026791975425004316
5028,7.0,7.0,14.0,0.08515130190007036,0.03478523895946764,0.08247527484080897
4799,6.0,6.0,12.0,0.07517862690276483,0.03327283726557774,0.07558224568023202
5351,3.0,12.0,15.0,0.07132331270262304,0.0,0.020483708346525204
4622,4.0,4.0,8.0,0.09376210771018983,0.0,0.05095077173911152
