node,in-degree-mean,in-degree-std,out-degree-mean,out-degree-std,edge-count-mean,edge-count-std,closeness-mean,closeness-std,betweenness-mean,betweenness-std,pagerank-mean,pagerank-std
1688,13.366666666666667,13.382783301275147,29.633333333333333,62.08783205177073,43.0,74.05583479150489,0.18546045141783757,0.09486042946138325,0.03849038393217094,0.07246209497459706,0.030662039183955422,0.02948924964003926
107,8.0,3.265986323710904,1.0,0.816496580927726,9.0,2.943920288775949,0.2908102445440625,0.010854538559871809,0.0004705249714324125,0.0006654227960349307,0.024268083869228768,0.02111073655030263
5263,5.8,3.736308338453881,0.6,1.5405626677721789,6.4,4.644710252893428,0.16828538061882142,0.07562321636367539,2.340130629604314e-05,0.0001260198911064266,0.009832535822122372,0.009348515221431828
5028,9.566666666666666,6.086506021976447,7.933333333333334,15.609683604167708,17.5,19.59379153371462,0.1766888452887493,0.07880045029733423,0.009800150920084376,0.024288214524642235,0.02639379804319727,0.018239317566025755
9521,9.7,8.095883727755318,20.433333333333334,53.66791924004093,30.133333333333333,60.546804668417934,0.16959704024693908,0.07457810618939713,0.011008851431459677,0.028558171935524238,0.01957026099654963,0.014838621974374475
3621,5.925925925925926,3.828991995057803,1.1851851851851851,1.944356259023213,7.111111111111111,5.30082686305625,0.153857965081423,0.06557212750164129,0.00017562209855194737,0.0005281312597947141,0.008817778264882406,0.005035079772882155
3846,8.533333333333333,4.232677114493327,3.1666666666666665,4.058598553961973,11.7,7.69047029337825,0.17165846161572978,0.07414348845423323,0.00399672481824732,0.011279037620851067,0.017626825020951246,0.013929202626688914
4633,13.666666666666666,5.114250243736178,25.066666666666666,30.453169876969387,38.733333333333334,31.772035223167908,0.1727989175981207,0.07299103115504738,0.03053567246875254,0.06210520868631056,0.03144654318830711,0.022406719491273402
3522,12.5,11.89327541092024,13.866666666666667,22.35730057249508,26.366666666666667,31.204148584585493,0.1713912299915905,0.07863484949763658,0.01822929011239684,0.027356624194941448,0.023368893151532247,0.014299223339081124
5220,8.333333333333334,2.0548046676563256,1.6666666666666667,2.357022603955158,10.0,1.4142135623730951,0.287635088562449,0.004553845340107921,0.026538728686339105,0.037531430036360676,0.009249827471163187,0.0009455129539362368
552,7.666666666666667,3.39934634239519,1.0,0.816496580927726,8.666666666666666,3.2998316455372216,0.2781846070437521,0.01074553556121867,4.369160449015259e-05,6.1789259631815e-05,0.007891601649414479,0.001436577154080252
5458,10.466666666666667,9.608098435983864,10.4,36.59016261237439,20.866666666666667,44.103464212639295,0.17608469252936124,0.079939331194734,0.02097348944499514,0.05403138539826938,0.019632290028431275,0.015401199395056403
3218,9.4,4.765151274268915,6.733333333333333,10.871777939028902,16.133333333333333,12.664210288139653,0.17852145171569223,0.07586837174584452,0.014017281077021125,0.01765474483823231,0.0329608922475085,0.018871426069355577
1558,5.466666666666667,3.3737549143679986,0.43333333333333335,1.0225241100118645,5.9,3.994579660823735,0.16799238230748043,0.07407503346863935,0.0006648565859092174,0.0031569298914226446,0.008835625998570644,0.007017208798465408
5095,6.566666666666666,7.027011376743951,12.833333333333334,67.99709961134779,19.4,74.45249044413043,0.1742149194946407,0.07839813103388309,0.0052749330222106984,0.02778285487475805,0.011980910769507502,0.014231708408694635
3134,13.3,14.332131732579072,21.366666666666667,39.577336387831295,34.666666666666664,50.12739326511559,0.179366039509452,0.08053503356242805,0.02943692318683805,0.05729232622463544,0.022967114872789116,0.02025534146190274
9450,9.933333333333334,11.027037478650172,9.8,27.859648238985354,19.733333333333334,36.88534788895028,0.16850626346771852,0.074980637076279,0.01050214317552282,0.028573327503294825,0.014832284236764214,0.015543494114488068
4258,9.5,9.120489752931766,7.233333333333333,22.53247039767771,16.733333333333334,26.938118386818005,0.17766687348153584,0.07533302177134323,0.012194826933706937,0.029436899171670305,0.021370843830228373,0.01653992684829605
51,7.333333333333333,3.2998316455372216,0.0,0.0,7.333333333333333,3.2998316455372216,0.28389556266144284,0.0068644912978465256,0.0,0.0,0.007777250907208892,0.0013105688540006716
5670,6.5,3.5846896657869842,11.166666666666666,27.69486514781315,17.666666666666668,29.06582567590713,0.16937686884399614,0.07363212388742078,0.00843471265193217,0.02277321095307406,0.0122762499302084,0.008493629064667545
3957,9.666666666666666,5.527707983925667,4.6,4.53578365151308,14.266666666666667,9.594906055935214,0.16575099088609516,0.0746478761706055,0.000579544919866794,0.0017139203260980024,0.03000409199965908,0.019493089541361218
5301,5.733333333333333,3.492213560989012,0.6666666666666666,1.2736648783028532,6.4,4.160128203152719,0.1677238661576546,0.07473232996261338,0.0027177198263858876,0.011377215563386254,0.008693499757420665,0.00620134631335608
3302,7.5,6.307403057783238,2.533333333333333,6.417337627258069,10.033333333333333,12.2922288007053,0.17013594424630676,0.07322379558886256,0.004836602238358382,0.016181049164985115,0.02013186177475423,0.013956797902017204
5201,5.366666666666666,3.1883468373995254,0.13333333333333333,0.339934634239519,5.5,3.2223180062391936,0.1676655196672256,0.07616714563746828,1.3037644616591985e-05,7.020986495719776e-05,0.008834322027124671,0.0073524207787296555
4657,6.407407407407407,4.165637733037775,1.4814814814814814,3.468059232805815,7.888888888888889,6.838525579301829,0.1554700489734726,0.0671356562852403,0.0014278659078517922,0.004981658794702092,0.010505709763770318,0.008924929820013612
2049,5.428571428571429,3.2156081935493583,0.0,0.0,5.428571428571429,3.2156081935493583,0.18455380386591097,0.0796650759459104,0.0,0.0,0.007025806113130937,0.0015108051696627093
3822,5.933333333333334,3.940671121635106,0.8,1.446835627614047,6.733333333333333,5.09204172104755,0.1671142365020312,0.07358306382251578,0.001039719240339325,0.0034671663952607766,0.008444120372068039,0.0037538958861833456
7005,6.2,3.7452191747168375,1.3,1.8284784202536637,7.5,4.890466917040404,0.16663871301072725,0.07358209457999271,0.0007033825326863958,0.0031409723377541815,0.011412529847914993,0.010701396889701792
5681,9.733333333333333,4.31997942381931,4.333333333333333,2.8440972010268726,14.066666666666666,6.597642676660269,0.17715067094994047,0.07569065855368064,0.009412664555764122,0.01712548160014902,0.03133397462496656,0.013414001033595298
1121,8.62962962962963,7.384408741085394,4.2592592592592595,6.636557522360478,12.88888888888889,13.706806455548884,0.16455114417784195,0.06559706391129376,0.0022666178329054593,0.006605639154826555,0.019023083969342682,0.014902786569930482
