node,in-degree,out-degree,edge-count,closeness,betweenness,pagerank
1688,2.0,1.0,3.0,0.11969496021220158,0.0,0.038421105197819584
5559,2.0,1.0,3.0,0.1382445141065831,0.0,0.011720162117936939
4323,7.0,6.0,13.0,0.1396551724137931,0.0,0.028671603591140647
3645,2.0,2.0,4.0,0.11172413793103449,0.0,0.006415308590542366
5263,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
2141,2.0,0.0,2.0,0.13012361743656475,0.0,0.010662850002958468
5028,2.0,1.0,3.0,0.11172413793103449,0.0,0.006415308590542366
9521,6.0,7.0,13.0,0.1396551724137931,0.0,0.03069600559807628
7756,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
3621,5.0,5.0,10.0,0.11172413793103449,0.0,0.008370134134900318
6091,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
3846,2.0,1.0,3.0,0.11969496021220158,0.0,0.038421105197819584
4633,14.0,12.0,26.0,0.14080459770114942,0.0006049606775559589,0.0697664958610592
3747,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
3522,4.0,4.0,8.0,0.11172413793103449,0.0,0.0077185256201143335
6193,27.0,81.0,108.0,0.16927899686520376,0.29945553539019965,0.06209424720634721
6129,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
4799,14.0,10.0,24.0,0.1643002028397566,0.13127646702964307,0.055956293789096063
5458,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
6730,1.0,1.0,2.0,0.11969496021220158,0.0,0.005763700075756382
3218,3.0,8.0,11.0,0.14080459770114942,0.0006049606775559589,0.05608421910450151
1558,1.0,1.0,2.0,0.11969496021220158,0.0,0.005763700075756382
5095,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
7889,19.0,19.0,38.0,0.16927899686520376,0.06715063520871144,0.08534130887642964
3134,5.0,4.0,9.0,0.11885546588407923,0.018753781004234728,0.021279614545867534
9450,4.0,5.0,9.0,0.11172413793103449,0.0,0.0077185256201143335
4258,2.0,0.0,2.0,0.12204192021636241,0.0,0.007186625637415387
5670,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
3957,9.0,8.0,17.0,0.11969496021220158,0.0,0.03842110519781958
5513,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
7255,2.0,0.0,2.0,0.13012361743656475,0.0,0.010662850002958468
1673,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
5301,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
9293,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
3302,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
5201,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
9700,4.0,3.0,7.0,0.11172413793103449,0.0,0.0077185256201143335
5018,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
2292,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
2855,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
3753,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
4496,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
5351,5.0,3.0,8.0,0.14080459770114942,0.0,0.023315315137648944
2049,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
3822,2.0,1.0,3.0,0.11172413793103449,0.0,0.006415308590542366
1376,2.0,2.0,4.0,0.11172413793103449,0.0,0.006415308590542366
2251,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
4657,8.0,8.0,16.0,0.1382445141065831,0.0,0.040355612589784484
7005,5.0,4.0,9.0,0.11172413793103449,0.0,0.008370134134900318
4867,4.0,3.0,7.0,0.15517241379310345,0.03508771929824562,0.023422300907614924
1121,3.0,2.0,5.0,0.13624894869638352,0.0,0.01527644841661794
7648,5.0,2.0,7.0,0.15097856477166824,0.018148820326678767,0.023582373147310785
5681,8.0,1.0,9.0,0.1382445141065831,0.0,0.04745893437102028
7428,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
4622,8.0,9.0,17.0,0.1396551724137931,0.0,0.0342627418892647
5563,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
9861,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
3539,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
4938,1.0,0.0,1.0,0.11969496021220158,0.0,0.005763700075756382
