node,in-degree,out-degree,edge-count,closeness,betweenness,pagerank
1688,40.0,196.0,236.0,0.3610742705570292,0.20886267392619481,0.0794349193063613
107,12.0,1.0,13.0,0.3060969515242379,0.0,0.05412257073978894
5559,16.0,4.0,20.0,0.29802955665024633,0.02132486388384755,0.016230801547218215
4323,13.0,5.0,18.0,0.28448275862068967,0.0,0.008819219066020418
5263,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
2141,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
5028,12.0,0.0,12.0,0.2974781266083376,0.0,0.011732064050022691
9521,12.0,2.0,14.0,0.28448275862068967,0.0,0.008358067461412617
7756,26.0,15.0,41.0,0.28885941644562335,6.049606775559589e-05,0.01872569859280739
477,12.0,1.0,13.0,0.3060969515242379,0.0,0.05412257073978894
6091,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
3846,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
4633,15.0,5.0,20.0,0.28448275862068967,0.0005693112090571256,0.01729589794912153
3747,25.0,15.0,40.0,0.28885941644562335,0.0,0.012914353742944652
3522,17.0,6.0,23.0,0.29337284482758624,0.03802177858439202,0.020846716161011965
6193,13.0,1.0,14.0,0.29802955665024633,0.011105709676490081,0.01660385067849926
5220,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
6129,47.0,162.0,209.0,0.31823495032144944,0.06589030046380322,0.03918963605873733
552,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
4799,12.0,2.0,14.0,0.28448275862068967,0.0004537205081669692,0.008358067461412617
5458,33.0,21.0,54.0,0.29802955665024633,0.001663641863278887,0.024487528036454397
6730,16.0,5.0,21.0,0.28448275862068967,0.00015124016938898973,0.009357766216623908
3218,16.0,5.0,21.0,0.29802955665024633,0.01830006049606776,0.03247000374604858
1558,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
5095,11.0,1.0,12.0,0.28448275862068967,0.00041807103966813586,0.008130219985401298
3134,16.0,4.0,20.0,0.3078010175240249,0.05235430530348862,0.027545765318104154
9450,40.0,151.0,191.0,0.3078010175240249,0.08207299858842511,0.03879674902630719
4258,23.0,10.0,33.0,0.29802955665024633,0.0030500100826779597,0.013365026505912524
51,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
5670,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
3957,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
5513,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
7255,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
5261,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
1673,29.0,18.0,47.0,0.3028364849833148,0.03821334946561808,0.029524247345212064
5301,12.0,0.0,12.0,0.2974781266083376,0.0,0.009629524842544708
9293,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
4238,37.0,255.0,292.0,0.3681541582150102,0.1383973583383747,0.0683518260102768
3302,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
5201,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
9700,11.0,1.0,12.0,0.28448275862068967,0.00041807103966813586,0.008130219985401298
5018,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
2855,12.0,0.0,12.0,0.2974781266083376,0.0,0.010027981278471532
2917,12.0,1.0,13.0,0.29337284482758624,0.0006049606775559588,0.013983894826745615
3645,12.0,2.0,14.0,0.29337284482758624,0.0008570276265376084,0.011579367453964557
2251,14.0,2.0,16.0,0.29802955665024633,0.0006049606775559589,0.016648951228589205
2049,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
3822,11.0,2.0,13.0,0.28448275862068967,0.0028631204447901364,0.008130219985401298
1376,14.0,4.0,18.0,0.28448275862068967,0.00012099213551119178,0.008930414477733494
5351,12.0,2.0,14.0,0.28448275862068967,0.000574712643678161,0.008358067461412617
7005,16.0,6.0,22.0,0.28885941644562335,3.781004234724743e-05,0.028394447023626396
3753,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
5681,19.0,7.0,26.0,0.29802955665024633,0.0007562008469449485,0.04100934906298494
7428,13.0,1.0,14.0,0.28448275862068967,0.00041807103966813586,0.008819219066020416
4622,11.0,1.0,12.0,0.28448275862068967,0.0004537205081669692,0.008130219985401298
5563,12.0,1.0,13.0,0.28448275862068967,0.007511595079653156,0.008348619723701874
9861,19.0,8.0,27.0,0.29337284482758624,0.0,0.020016818618775058
3539,11.0,0.0,11.0,0.29310344827586204,0.0,0.008130219985401298
4938,12.0,2.0,14.0,0.28448275862068967,0.00041807103966813586,0.008474719525710857
